policy,walker,prefetch_limit,trial,e2e_ms,request_id,train_n,trial_count,pool_seed,coverage,accuracy,actual_ids,plan_ids,covered_ids,overfetch_ids,undercoverage_ids,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,l1_hit_rate,l1,l2,l3,miss,mongo_q,oracle_file,model_file
ttg,load_feed,5000,22,3601.5828469990083,sim_user_56,,30,,,,,,,,,1.511,140.511,25.962,1964.505,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,23,3629.6333910013345,sim_user_56,,30,,,,,,,,,1.533,141.013,64.722,1986.225,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,24,3621.0672420002084,sim_user_56,,30,,,,,,,,,1.543,140.931,24.594,1981.342,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,25,3588.4695629993075,sim_user_56,,30,,,,,,,,,1.510,141.224,23.820,1966.215,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,26,3606.1124879997806,sim_user_56,,30,,,,,,,,,1.523,140.280,25.278,1967.325,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,27,3590.1873189995968,sim_user_56,,30,,,,,,,,,1.582,145.516,26.753,1957.533,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,28,3595.6299740009854,sim_user_56,,30,,,,,,,,,1.530,141.098,27.582,1952.676,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,29,3626.661744998273,sim_user_56,,30,,,,,,,,,1.602,140.831,24.935,1993.348,74.4,15304,0,5254,0,,,
ttg,load_feed,5000,30,3585.188745000778,sim_user_56,,30,,,,,,,,,1.517,141.312,25.440,1953.941,74.4,15304,0,5254,0,,,
ttg,load_feed,7500,1,3295.413933999953,sim_user_56,,30,,,,,,,,,1.537,149.248,85.788,1672.045,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,2,3341.897627000435,sim_user_56,,30,,,,,,,,,1.534,146.290,76.450,1685.659,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,3,3364.199761001146,sim_user_56,,30,,,,,,,,,1.518,152.890,80.997,1712.460,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,4,3331.9090629993298,sim_user_56,,30,,,,,,,,,1.532,146.038,75.980,1689.551,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,5,3337.719743998605,sim_user_56,,30,,,,,,,,,1.530,143.833,75.648,1701.668,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,6,3331.086140999105,sim_user_56,,30,,,,,,,,,1.557,145.410,77.905,1690.283,86.6,17804,0,2754,0,,,
ttg,load_feed,7500,7,3309.383011999671,sim_user_56,,30,,,,,,,,,1.530,143.036,74.273,1670.593,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,8,3318.30048700067,sim_user_56,,30,,,,,,,,,1.531,148.109,76.443,1662.000,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,9,3309.9211629996717,sim_user_56,,30,,,,,,,,,1.579,143.825,77.297,1671.249,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,10,3323.197034000259,sim_user_56,,30,,,,,,,,,1.534,144.663,76.708,1672.605,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,11,3319.1664530004346,sim_user_56,,30,,,,,,,,,1.544,144.686,73.517,1679.196,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,12,3301.7948029992112,sim_user_56,,30,,,,,,,,,1.537,144.927,75.109,1668.643,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,13,3332.315439998638,sim_user_56,,30,,,,,,,,,1.522,148.536,73.909,1688.583,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,14,3324.1248409995023,sim_user_56,,30,,,,,,,,,1.548,148.090,74.200,1676.936,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,15,3351.411542000278,sim_user_56,,30,,,,,,,,,1.517,144.872,76.310,1693.867,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,16,3323.3883030006837,sim_user_56,,30,,,,,,,,,1.551,144.755,74.935,1680.611,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,17,3328.663148000487,sim_user_56,,30,,,,,,,,,1.544,144.306,76.730,1693.058,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,18,3495.617211001445,sim_user_56,,30,,,,,,,,,1.168,119.150,74.152,1737.665,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,19,3331.361194999772,sim_user_56,,30,,,,,,,,,1.524,146.695,76.145,1680.510,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,20,3317.2287269990193,sim_user_56,,30,,,,,,,,,1.553,141.802,74.838,1684.694,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,21,3354.187732000355,sim_user_56,,30,,,,,,,,,1.838,146.962,77.730,1702.854,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,22,3300.6973169995035,sim_user_56,,30,,,,,,,,,1.560,145.813,74.744,1662.696,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,23,3306.0289099994407,sim_user_56,,30,,,,,,,,,1.518,145.432,74.161,1662.755,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,24,3321.6886690006504,sim_user_56,,30,,,,,,,,,1.520,152.442,75.568,1679.421,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,25,3332.327637999697,sim_user_56,,30,,,,,,,,,1.529,150.687,73.611,1696.557,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,26,3323.9031530010834,sim_user_56,,30,,,,,,,,,1.510,144.833,73.602,1676.936,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,27,3339.2072440001357,sim_user_56,,30,,,,,,,,,1.523,145.547,73.403,1703.174,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,28,3337.64616299959,sim_user_56,,30,,,,,,,,,1.517,146.467,75.571,1692.444,86.6,17804,0,2754,0,,,
ttg,load_feed,7500,29,3327.5651990006736,sim_user_56,,30,,,,,,,,,1.511,144.784,78.675,1688.674,86.6,17803,0,2755,0,,,
ttg,load_feed,7500,30,3316.721327999403,sim_user_56,,30,,,,,,,,,1.532,145.840,75.583,1686.319,86.6,17803,0,2755,0,,,
ttg,load_feed,10000,1,3063.9798949996475,sim_user_56,,30,,,,,,,,,1.509,154.344,102.362,1424.158,98.8,20303,0,255,0,,,
ttg,load_feed,10000,2,3001.2057980002282,sim_user_56,,30,,,,,,,,,1.524,145.062,91.883,1415.238,98.8,20303,0,255,0,,,
ttg,load_feed,10000,3,3040.0964689997636,sim_user_56,,30,,,,,,,,,1.536,150.503,86.916,1389.180,98.8,20303,0,255,0,,,
ttg,load_feed,10000,4,3046.6405260012834,sim_user_56,,30,,,,,,,,,2.371,148.049,88.508,1397.585,98.8,20303,0,255,0,,,
ttg,load_feed,10000,5,3037.0226159993763,sim_user_56,,30,,,,,,,,,1.539,149.819,85.261,1396.604,98.8,20303,0,255,0,,,
ttg,load_feed,10000,6,3036.0658139998122,sim_user_56,,30,,,,,,,,,1.527,149.566,88.524,1395.559,98.8,20303,0,255,0,,,
ttg,load_feed,10000,7,3056.8582769992645,sim_user_56,,30,,,,,,,,,1.614,159.892,85.539,1408.502,98.8,20303,0,255,0,,,
ttg,load_feed,10000,8,3046.9303879999643,sim_user_56,,30,,,,,,,,,1.507,155.079,92.247,1386.910,98.8,20303,0,255,0,,,
ttg,load_feed,10000,9,3032.659861999491,sim_user_56,,30,,,,,,,,,1.501,148.366,81.306,1397.685,98.8,20303,0,255,0,,,
ttg,load_feed,10000,10,2983.8107119994675,sim_user_56,,30,,,,,,,,,1.585,146.968,82.441,1404.106,98.8,20303,0,255,0,,,
ttg,load_feed,10000,11,3021.42512699902,sim_user_56,,30,,,,,,,,,1.511,142.732,83.726,1390.167,98.8,20303,0,255,0,,,
ttg,load_feed,10000,12,3038.8754200012045,sim_user_56,,30,,,,,,,,,1.524,148.899,88.406,1393.400,98.8,20303,0,255,0,,,
ttg,load_feed,10000,13,3029.6510179996403,sim_user_56,,30,,,,,,,,,1.514,147.737,82.498,1398.784,98.8,20303,0,255,0,,,
ttg,load_feed,10000,14,3011.1255350002466,sim_user_56,,30,,,,,,,,,1.570,149.109,78.036,1380.634,98.8,20303,0,255,0,,,
ttg,load_feed,10000,15,3052.876503999869,sim_user_56,,30,,,,,,,,,1.516,148.126,88.003,1401.223,98.8,20303,0,255,0,,,
ttg,load_feed,10000,16,3066.1639800000557,sim_user_56,,30,,,,,,,,,1.584,151.374,87.115,1404.619,98.8,20303,0,255,0,,,
ttg,load_feed,10000,17,3043.7360539999645,sim_user_56,,30,,,,,,,,,1.527,150.950,89.339,1407.247,98.8,20303,0,255,0,,,
ttg,load_feed,10000,18,3033.596925999518,sim_user_56,,30,,,,,,,,,1.502,148.165,83.525,1396.305,98.8,20303,0,255,0,,,
ttg,load_feed,10000,19,3035.157997999704,sim_user_56,,30,,,,,,,,,1.515,146.546,87.048,1403.497,98.8,20303,0,255,0,,,
ttg,load_feed,10000,20,3014.286589999756,sim_user_56,,30,,,,,,,,,1.513,157.811,87.418,1414.418,98.8,20303,0,255,0,,,
ttg,load_feed,10000,21,2964.417590999801,sim_user_56,,30,,,,,,,,,1.517,148.707,90.304,1404.517,98.8,20303,0,255,0,,,
ttg,load_feed,10000,22,3030.1398410010734,sim_user_56,,30,,,,,,,,,1.543,151.749,87.752,1411.041,98.8,20303,0,255,0,,,
ttg,load_feed,10000,23,3040.2799599996797,sim_user_56,,30,,,,,,,,,1.500,147.463,86.228,1390.933,98.8,20303,0,255,0,,,
ttg,load_feed,10000,24,3018.52185899952,sim_user_56,,30,,,,,,,,,1.513,148.350,84.641,1389.379,98.8,20303,0,255,0,,,
ttg,load_feed,10000,25,3060.9090979996836,sim_user_56,,30,,,,,,,,,1.555,148.014,89.176,1406.434,98.8,20303,0,255,0,,,
ttg,load_feed,10000,26,2995.335764999254,sim_user_56,,30,,,,,,,,,1.529,150.721,92.184,1410.022,98.8,20303,0,255,0,,,
ttg,load_feed,10000,27,3008.907757999623,sim_user_56,,30,,,,,,,,,1.521,149.659,96.279,1409.890,98.8,20303,0,255,0,,,
ttg,load_feed,10000,28,3036.479011998381,sim_user_56,,30,,,,,,,,,1.620,149.165,84.596,1391.787,98.8,20303,0,255,0,,,
ttg,load_feed,10000,29,3009.1475610006455,sim_user_56,,30,,,,,,,,,1.691,148.775,93.184,1406.565,98.8,20303,0,255,0,,,
ttg,load_feed,10000,30,3043.4084389999043,sim_user_56,,30,,,,,,,,,1.537,155.126,85.000,1397.085,98.8,20303,0,255,0,,,
ttg,load_feed,12500,1,3244.29796000004,sim_user_56,,30,,,,,,,,,1.524,296.044,118.861,1413.442,99.8,20606,0,51,0,,,
ttg,load_feed,12500,2,3228.7061609986267,sim_user_56,,30,,,,,,,,,1.507,306.841,105.012,1394.981,99.8,20606,0,51,0,,,
ttg,load_feed,12500,3,3231.8293530006486,sim_user_56,,30,,,,,,,,,1.524,310.470,100.808,1395.932,99.8,20606,0,51,0,,,
ttg,load_feed,12500,4,3236.4969289992587,sim_user_56,,30,,,,,,,,,1.525,334.658,99.895,1382.930,99.8,20606,0,51,0,,,
ttg,load_feed,12500,5,3195.64201600042,sim_user_56,,30,,,,,,,,,1.553,300.628,104.872,1382.121,99.8,20606,0,51,0,,,
ttg,load_feed,12500,6,3200.5735330003517,sim_user_56,,30,,,,,,,,,1.521,304.425,109.805,1383.856,99.8,20606,0,51,0,,,
ttg,load_feed,12500,7,3196.0203969993017,sim_user_56,,30,,,,,,,,,1.541,297.304,101.542,1379.593,99.8,20606,0,51,0,,,
ttg,load_feed,12500,8,3214.3287340004463,sim_user_56,,30,,,,,,,,,1.559,292.112,100.445,1389.933,99.8,20606,0,51,0,,,
ttg,load_feed,12500,9,3236.1715429997275,sim_user_56,,30,,,,,,,,,1.506,323.808,100.978,1389.542,99.8,20606,0,51,0,,,
ttg,load_feed,12500,10,3212.3187569995935,sim_user_56,,30,,,,,,,,,1.530,315.347,100.049,1371.169,99.8,20606,0,51,0,,,
ttg,load_feed,12500,11,3211.095247999765,sim_user_56,,30,,,,,,,,,1.630,305.673,106.992,1395.303,99.8,20606,0,51,0,,,
ttg,load_feed,12500,12,3176.103036999848,sim_user_56,,30,,,,,,,,,1.544,312.114,105.791,1406.800,99.8,20606,0,51,0,,,
ttg,load_feed,12500,13,3204.3712769991544,sim_user_56,,30,,,,,,,,,1.504,304.137,100.867,1378.519,99.8,20606,0,51,0,,,
ttg,load_feed,12500,14,3214.9549080004363,sim_user_56,,30,,,,,,,,,1.513,308.668,101.917,1370.501,99.8,20606,0,51,0,,,
ttg,load_feed,12500,15,3215.512732998832,sim_user_56,,30,,,,,,,,,1.574,299.022,105.043,1398.286,99.8,20606,0,51,0,,,
ttg,load_feed,12500,16,3199.0619280004466,sim_user_56,,30,,,,,,,,,1.511,298.423,101.522,1381.137,99.8,20606,0,51,0,,,
ttg,load_feed,12500,17,3231.6915379997226,sim_user_56,,30,,,,,,,,,1.519,307.129,116.345,1398.993,99.8,20606,0,51,0,,,
ttg,load_feed,12500,18,3207.301586999165,sim_user_56,,30,,,,,,,,,1.530,299.835,102.195,1394.383,99.8,20606,0,51,0,,,
ttg,load_feed,12500,19,3213.224803999765,sim_user_56,,30,,,,,,,,,1.517,328.462,106.505,1408.882,99.8,20606,0,51,0,,,
ttg,load_feed,12500,20,3248.369263001223,sim_user_56,,30,,,,,,,,,1.562,304.205,103.544,1395.066,99.8,20606,0,51,0,,,
ttg,load_feed,12500,21,3195.299036999131,sim_user_56,,30,,,,,,,,,1.537,290.722,107.155,1393.367,99.8,20606,0,51,0,,,
ttg,load_feed,12500,22,3214.2770860009477,sim_user_56,,30,,,,,,,,,1.511,309.214,105.272,1385.434,99.8,20606,0,51,0,,,
ttg,load_feed,12500,23,3174.206726000193,sim_user_56,,30,,,,,,,,,1.174,263.453,95.547,1389.953,99.8,20606,0,51,0,,,
ttg,load_feed,12500,24,3367.286654000054,sim_user_56,,30,,,,,,,,,1.182,279.236,108.025,1428.943,99.8,20606,0,51,0,,,
ttg,load_feed,12500,25,3229.8781869994855,sim_user_56,,30,,,,,,,,,1.510,320.260,101.134,1384.825,99.8,20606,0,51,0,,,
ttg,load_feed,12500,26,3219.3119670009764,sim_user_56,,30,,,,,,,,,1.530,307.727,98.359,1396.326,99.8,20606,0,51,0,,,
ttg,load_feed,12500,27,3208.864927999457,sim_user_56,,30,,,,,,,,,1.524,303.597,97.672,1371.412,99.8,20606,0,51,0,,,
ttg,load_feed,12500,28,3225.313577999259,sim_user_56,,30,,,,,,,,,1.531,305.121,105.578,1401.125,99.8,20606,0,51,0,,,
ttg,load_feed,12500,29,3249.3373830002383,sim_user_56,,30,,,,,,,,,1.534,305.218,100.356,1395.842,99.8,20606,0,51,0,,,
ttg,load_feed,12500,30,3227.389331001177,sim_user_56,,30,,,,,,,,,1.553,303.631,105.202,1398.339,99.8,20606,0,51,0,,,
markov1-pooled-N5,load_feed,2500,1,4118.968560000212,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.921,18.215,2625.456,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,2,4106.99970999849,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.251,16.648,2607.251,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,3,4231.304747001559,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,64.849,18.891,2724.328,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,4,4117.6445560013235,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.068,20.223,2615.107,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,5,4192.62581500152,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.326,17.392,2687.242,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,6,4154.818870996678,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.872,18.227,2644.660,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,7,4132.8025680013525,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,68.386,20.681,2615.253,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,8,4137.147321998782,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.374,18.637,2638.578,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,9,4112.924952001777,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.624,18.951,2603.311,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,10,4165.45702899748,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.043,17.953,2655.446,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,11,4115.39417899985,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.266,23.874,2609.261,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,12,4160.380070999963,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,67.113,19.389,2649.380,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,13,4133.5471979982685,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,64.536,23.553,2636.685,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,14,4188.12906599851,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.982,18.534,2685.965,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,15,4114.770178999606,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.276,18.772,2613.012,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,16,4152.909229997022,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,67.428,26.067,2655.196,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,17,4195.15987900013,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.411,17.248,2694.241,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,18,4194.65721600136,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.443,17.839,2687.188,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,19,4159.803694998118,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,70.767,15.991,2653.432,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,20,4164.1266000006,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.669,18.109,2657.901,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,21,4209.086561000731,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,67.063,16.700,2688.289,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,22,4164.982276000956,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.810,19.064,2655.545,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,23,4100.66435599947,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.743,19.270,2608.178,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,24,4112.554552000802,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,64.509,16.707,2613.220,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,25,4134.920598000463,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,59.109,16.711,2643.739,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,26,4183.908897997753,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.342,16.156,2689.602,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,27,4147.2354759971495,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,65.778,21.400,2652.177,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,28,4151.613647998602,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,68.431,18.039,2645.212,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,29,4163.021470001695,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,68.150,19.098,2651.210,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,2500,30,4211.183163999522,sim_user_56,5,30,42,0.6,2.4,10253,2500,59,2441,10194,0.000,66.718,18.849,2661.904,50.2,10263,0,10195,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit2500.json
markov1-pooled-N5,load_feed,5000,1,4196.917517001566,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,70.916,29.978,2678.323,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,2,4196.877598998981,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,70.104,31.660,2692.909,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,3,4273.370550999971,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,71.287,35.688,2760.092,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,4,4214.30455600057,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,72.787,34.675,2684.756,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,5,4282.043966999481,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,70.834,29.550,2768.550,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,6,4184.563981001702,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,70.687,30.231,2681.792,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,7,4313.029607001226,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,72.768,28.233,2791.935,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,8,4195.029853002779,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,70.198,26.850,2685.614,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
markov1-pooled-N5,load_feed,5000,9,4123.217696000211,sim_user_56,5,30,42,1.1,2.3,10253,5000,114,4886,10139,0.000,60.735,26.559,2621.765,50.4,10318,0,10140,0,,,/home/patrickli/Space/jaseci_env/jaseci_external_tools/littlex5/markov_models/littlex5/load_feed/markov1-pooled-N5_seed42_limit5000.json
