node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,enabled,1173.736,62.813,278.261,829.707,2836.273,207.377
,,10,enabled,1190.663,57.038,268.677,864.926,2874.282,204.660
,,10,enabled,1202.904,57.821,277.241,867.820,2901.446,213.006
,,10,enabled,1209.096,57.251,275.380,876.443,2894.225,210.114
,,10,enabled,1205.810,58.225,278.362,869.202,2901.992,212.147
,,10,enabled,1215.877,59.123,274.294,882.438,2976.940,209.557
,,10,enabled,1231.330,60.010,464.402,706.898,2908.112,218.696
,,10,enabled,1217.026,57.192,458.432,701.382,2940.452,214.690
,,10,enabled,1257.223,246.379,310.695,700.127,2932.778,243.286
,,10,enabled,1272.497,234.427,324.276,713.774,2958.235,257.368
