node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,enabled,137.571,63.483,18.347,52.544,298.403,5.680
,,10,enabled,131.905,60.918,17.708,50.331,283.994,5.757
,,10,enabled,132.332,59.892,17.148,52.390,275.973,5.617
,,10,enabled,134.704,60.272,17.704,53.735,286.051,5.606
,,10,enabled,131.372,61.071,17.149,50.082,275.670,5.536
,,10,enabled,133.024,61.717,17.760,50.507,284.713,5.889
,,10,enabled,135.640,62.528,17.178,52.811,285.259,5.593
,,10,enabled,132.488,60.190,17.332,51.960,285.225,5.614
,,10,enabled,135.546,61.171,17.580,53.284,301.748,5.657
,,10,enabled,134.173,61.255,17.284,52.708,284.201,5.674
