policy,walker,prefetch_limit,trial,e2e_ms,request_id,request_order,train_n,trial_count,pool_seed,coverage,accuracy,actual_ids,plan_ids,covered_ids,overfetch_ids,undercoverage_ids,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,l1_hit_rate,l1,l2,l3,miss,db_q,oracle_file,model_file,selep_events,selep_matched_events,selep_predictions,selep_blocks,selep_blocks_skipped,selep_prewarm_calls,selep_prewarm_ms,selep_errors
none,Traverse,0,1,2629.7374479472637,7c3873e1-e877-4173-8f76-39142958654f,,,2,,,,,,,,,0.000,0.000,0.000,2533.448,0.0,0,0,1004,0,,,,,,,,,,,
none,Traverse,0,2,2499.8534889891744,7c3873e1-e877-4173-8f76-39142958654f,,,2,,,,,,,,,0.000,0.000,0.000,2405.083,0.0,0,0,1004,0,,,,,,,,,,,
ttg,Traverse,250,1,2228.124812245369,9db12666-a989-4c10-b778-f5c745900fe4,,,2,,,,,,,,,0.000,51.485,26.300,2087.199,24.7,248,0,756,0,,,,,,,,,,,
ttg,Traverse,250,2,2803.6839310079813,9db12666-a989-4c10-b778-f5c745900fe4,,,2,,,,,,,,,0.000,51.732,26.792,2662.745,24.7,248,0,756,0,,,,,,,,,,,
ttg,Traverse,1000,1,897.2910968586802,6fee054e-e0f9-43b0-a142-f39e0a9e3da8,,,2,,,,,,,,,0.000,183.940,88.748,620.054,99.3,997,0,7,0,,,,,,,,,,,
ttg,Traverse,1000,2,882.0837987586856,6fee054e-e0f9-43b0-a142-f39e0a9e3da8,,,2,,,,,,,,,0.000,183.300,89.619,605.436,99.3,997,0,7,0,,,,,,,,,,,
ttg,Traverse,1250,1,896.344861947,1183175e-b8a3-4040-8568-90bb65c3fc15,,,2,,,,,,,,,0.000,185.757,89.841,617.222,99.4,998,0,6,0,,,,,,,,,,,
ttg,Traverse,1250,2,894.7068434208632,1183175e-b8a3-4040-8568-90bb65c3fc15,,,2,,,,,,,,,0.000,186.519,87.027,612.857,99.4,998,0,6,0,,,,,,,,,,,
