policy,walker,prefetch_limit,trial,e2e_ms,request_id,request_order,train_n,trial_count,pool_seed,coverage,accuracy,actual_ids,plan_ids,covered_ids,overfetch_ids,undercoverage_ids,topo_idx_ms,ttg_ms,prefetch_ms,materialize_ms,prefetch_wait_ms,walker_ms,l1_hit_rate,l1,l2,l3,miss,db_q,oracle_file,oracle_topology_file,model_file,model_topology_file,selep_events,selep_matched_events,selep_predictions,selep_blocks,selep_blocks_skipped,selep_prewarm_calls,selep_prewarm_ms,selep_errors
ttg,Traverse,250,10,2734.545275568962,0b8b176f-7cc5-4c47-a476-492cbbc95fa2,,,10,,,,,,,,,0.000,51.934,38.368,,,2543.505,24.7,248,0,756,0,,,,,,,,,,,,,
ttg,Traverse,500,1,2295.360025949776,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,124.034,53.933,,,2073.223,49.5,497,0,507,0,,,,,,,,,,,,,
ttg,Traverse,500,2,1646.4008865877986,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,90.869,46.614,,,1467.378,49.6,498,0,506,0,,,,,,,,,,,,,
ttg,Traverse,500,3,1898.5238978639245,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,95.663,47.535,,,1717.649,49.6,498,0,506,0,,,,,,,,,,,,,
ttg,Traverse,500,4,1780.3905857726932,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,103.830,50.097,,,1588.318,49.6,498,0,506,0,,,,,,,,,,,,,
ttg,Traverse,500,5,2141.570484265685,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,90.921,45.526,,,1962.927,49.6,498,0,506,0,,,,,,,,,,,,,
ttg,Traverse,500,6,1768.53050570935,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,89.018,53.919,,,1588.911,49.5,497,0,507,0,,,,,,,,,,,,,
ttg,Traverse,500,7,2029.240951873362,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,91.474,45.505,,,1847.128,49.6,498,0,506,0,,,,,,,,,,,,,
ttg,Traverse,500,8,1730.1259730011225,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,90.593,54.122,,,1560.832,49.5,497,0,507,0,,,,,,,,,,,,,
ttg,Traverse,500,9,2009.3835340812802,a271a1fc-eeed-4aa7-8c10-66f77d74a06f,,,10,,,,,,,,,0.000,92.735,44.205,,,1827.849,49.6,498,0,506,0,,,,,,,,,,,,,
