node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,enabled,205.121,64.043,30.466,105.329,297.965,15.193
,,10,enabled,197.132,60.892,31.283,101.923,295.893,15.966
,,10,enabled,195.087,65.202,31.429,95.480,286.331,16.370
,,10,enabled,191.668,61.377,29.441,96.401,303.742,15.054
,,10,enabled,194.788,60.599,30.992,99.968,293.646,15.557
,,10,enabled,202.349,61.181,31.301,106.232,302.709,16.012
,,10,enabled,187.542,59.219,30.601,94.684,289.764,16.095
,,10,enabled,194.662,61.130,30.773,99.802,289.097,15.922
,,10,enabled,191.470,59.991,29.276,98.847,279.853,15.195
,,10,enabled,194.553,60.736,29.582,101.275,290.164,15.416
