node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,disabled,0.007,0.000,0.000,0.000,2519.504,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2447.527,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2452.093,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2511.892,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2431.990,0.000
,,10,disabled,0.009,0.000,0.000,0.000,2659.661,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2483.348,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2602.032,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2626.582,0.000
,,10,disabled,0.008,0.000,0.000,0.000,2606.917,0.000
