node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,enabled,1163.088,60.789,271.534,827.854,2875.764,207.262
,,10,enabled,1193.970,57.281,270.886,865.781,2847.810,205.864
,,10,enabled,1191.306,56.834,275.617,858.835,2885.677,208.572
,,10,enabled,1208.972,56.017,280.859,872.076,2892.628,212.844
,,10,enabled,1190.496,57.930,273.803,858.740,2901.352,208.036
,,10,enabled,1258.901,57.886,279.683,921.302,2872.792,213.788
,,10,enabled,1228.901,60.925,280.044,887.911,3116.187,214.924
,,10,enabled,1237.559,56.984,468.097,712.459,2906.024,222.774
,,10,enabled,1231.611,232.465,296.851,702.274,2897.902,228.168
,,10,enabled,1250.619,226.337,324.289,699.972,2981.761,255.807
