node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,enabled,277.328,61.463,20.088,192.801,2111.540,7.552
,,10,enabled,282.500,61.625,19.518,198.370,2166.178,7.397
,,10,enabled,293.312,62.939,20.470,205.430,2263.015,7.519
,,10,enabled,279.719,62.750,19.834,194.093,2166.325,7.356
,,10,enabled,279.331,61.193,20.058,195.144,2083.802,7.202
,,10,enabled,273.828,60.436,19.832,190.537,2097.163,7.259
,,10,enabled,277.557,60.648,19.951,194.018,2085.407,7.763
,,10,enabled,274.656,61.588,19.252,189.954,2132.721,7.115
,,10,enabled,276.495,61.887,19.600,191.937,2099.374,7.427
,,10,enabled,301.176,62.839,24.460,209.947,2114.554,8.425
