node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms,materialize_ms,prefetch_wait_ms
,,,dbridge_like,5083.264,0.000,0.000,4985.877,97.889,0.000,4857.698,4985.374
