node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms,materialize_ms,prefetch_wait_ms
,,,dbridge_like,5253.080,0.000,0.000,5154.399,99.224,0.000,5028.347,5153.856
