node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms,materialize_ms,prefetch_wait_ms
,,,dbridge_like,2199.812,0.000,0.000,2080.731,38.485,0.000,1237.172,2161.327
