nodes,run,backend,time_s
540,5,redis,0.002513
540,6,mongodb,0.002601
540,6,redis,0.002539
540,7,mongodb,0.002631
540,7,redis,0.002525
540,8,mongodb,0.002593
540,8,redis,0.002563
540,9,mongodb,0.002539
540,9,redis,0.002538
540,10,mongodb,0.002568
540,10,redis,0.002493
550,1,mongodb,0.002770
550,1,redis,0.002606
550,2,mongodb,0.002797
550,2,redis,0.002594
550,3,mongodb,0.002632
550,3,redis,0.002591
550,4,mongodb,0.002617
550,4,redis,0.002578
550,5,mongodb,0.002739
550,5,redis,0.002534
550,6,mongodb,0.002663
550,6,redis,0.002662
550,7,mongodb,0.002624
550,7,redis,0.002651
550,8,mongodb,0.002774
550,8,redis,0.002657
550,9,mongodb,0.002587
550,9,redis,0.002662
550,10,mongodb,0.002589
550,10,redis,0.002630
560,1,mongodb,0.002762
560,1,redis,0.002739
560,2,mongodb,0.002883
560,2,redis,0.002682
560,3,mongodb,0.002723
560,3,redis,0.002687
560,4,mongodb,0.002692
560,4,redis,0.002702
560,5,mongodb,0.002682
560,5,redis,0.002833
560,6,mongodb,0.002679
560,6,redis,0.002714
560,7,mongodb,0.002699
560,7,redis,0.002670
560,8,mongodb,0.002653
560,8,redis,0.002695
560,9,mongodb,0.002623
560,9,redis,0.002719
560,10,mongodb,0.002693
560,10,redis,0.002660
570,1,mongodb,0.002738
570,1,redis,0.002710
570,2,mongodb,0.002733
570,2,redis,0.002770
570,3,mongodb,0.002740
570,3,redis,0.002781
570,4,mongodb,0.002761
570,4,redis,0.002731
570,5,mongodb,0.002754
570,5,redis,0.002719
570,6,mongodb,0.002658
570,6,redis,0.002783
570,7,mongodb,0.002688
570,7,redis,0.002734
570,8,mongodb,0.003004
570,8,redis,0.002895
570,9,mongodb,0.002932
570,9,redis,0.002920
570,10,mongodb,0.002686
570,10,redis,0.002811
580,1,mongodb,0.002811
580,1,redis,0.002995
580,2,mongodb,0.002840
580,2,redis,0.002903
580,3,mongodb,0.002855
580,3,redis,0.002842
580,4,mongodb,0.002704
580,4,redis,0.002890
580,5,mongodb,0.002820
580,5,redis,0.002879
580,6,mongodb,0.002759
580,6,redis,0.002902
580,7,mongodb,0.002723
580,7,redis,0.002859
580,8,mongodb,0.002743
580,8,redis,0.002879
580,9,mongodb,0.002812
580,9,redis,0.002871
580,10,mongodb,0.002949
580,10,redis,0.002843
590,1,mongodb,0.002949
590,1,redis,0.003086
590,2,mongodb,0.003007
590,2,redis,0.002844
590,3,mongodb,0.002874
590,3,redis,0.002830
590,4,mongodb,0.002766
590,4,redis,0.002831
590,5,mongodb,0.002798
590,5,redis,0.002826
590,6,mongodb,0.002855
590,6,redis,0.002992
590,7,mongodb,0.002952
590,7,redis,0.002828
590,8,mongodb,0.002759
590,8,redis,0.002816
590,9,mongodb,0.002777
590,9,redis,0.002807
590,10,mongodb,0.002779
590,10,redis,0.002845
600,1,mongodb,0.002892
600,1,redis,0.003098
600,2,mongodb,0.002940
600,2,redis,0.002917
600,3,mongodb,0.002837
600,3,redis,0.002851
600,4,mongodb,0.002810
600,4,redis,0.002855
600,5,mongodb,0.002815
600,5,redis,0.002893
600,6,mongodb,0.002809
600,6,redis,0.003052
600,7,mongodb,0.002825
600,7,redis,0.003040
600,8,mongodb,0.002784
600,8,redis,0.003074
600,9,mongodb,0.002786
600,9,redis,0.002958
600,10,mongodb,0.002776
600,10,redis,0.002841
610,1,mongodb,0.002889
610,1,redis,0.002920
610,2,mongodb,0.003205
610,2,redis,0.002938
610,3,mongodb,0.002985
610,3,redis,0.002884
610,4,mongodb,0.002884
610,4,redis,0.002928
610,5,mongodb,0.002830
610,5,redis,0.003098
610,6,mongodb,0.002855
610,6,redis,0.003098
610,7,mongodb,0.002961
610,7,redis,0.002919
610,8,mongodb,0.003060
610,8,redis,0.003077
610,9,mongodb,0.002865
610,9,redis,0.003092
610,10,mongodb,0.002796
610,10,redis,0.003110
620,1,mongodb,0.002990
620,1,redis,0.002959
620,2,mongodb,0.003173
620,2,redis,0.002991
620,3,mongodb,0.002955
620,3,redis,0.002935
620,4,mongodb,0.002688
620,4,redis,0.002830
620,5,mongodb,0.002666
620,5,redis,0.002951
620,6,mongodb,0.002650
620,6,redis,0.003133
620,7,mongodb,0.002615
620,7,redis,0.002845
620,8,mongodb,0.002661
620,8,redis,0.002838
620,9,mongodb,0.002608
620,9,redis,0.002943
620,10,mongodb,0.003204
620,10,redis,0.003146
630,1,mongodb,0.003416
630,1,redis,0.003281
630,2,mongodb,0.003663
630,2,redis,0.003448
630,3,mongodb,0.003303
630,3,redis,0.002970
630,4,mongodb,0.025399
630,4,redis,0.003588
630,5,mongodb,0.004983
630,5,redis,0.003578
630,6,mongodb,0.003926
630,6,redis,0.003307
630,7,mongodb,0.003530
630,7,redis,0.003301
630,8,mongodb,0.003594
630,8,redis,0.003326
630,9,mongodb,0.003688
630,9,redis,0.003495
630,10,mongodb,0.003887
630,10,redis,0.004075
640,1,mongodb,0.004401
640,1,redis,0.003425
640,2,mongodb,0.004380
640,2,redis,0.003281
640,3,mongodb,0.003741
640,3,redis,0.003279
640,4,mongodb,0.003794
640,4,redis,0.003240
640,5,mongodb,0.003806
640,5,redis,0.003287
640,6,mongodb,0.003692
640,6,redis,0.003279
640,7,mongodb,0.003732
640,7,redis,0.003250
640,8,mongodb,0.003737
640,8,redis,0.003271
640,9,mongodb,0.003676
640,9,redis,0.003250
640,10,mongodb,0.003685
640,10,redis,0.003238
650,1,mongodb,0.003814
650,1,redis,0.003414
650,2,mongodb,0.004628
650,2,redis,0.003412
650,3,mongodb,0.003577
650,3,redis,0.003359
650,4,mongodb,0.003591
650,4,redis,0.003386
650,5,mongodb,0.003599
650,5,redis,0.003338
650,6,mongodb,0.003657
650,6,redis,0.003499
650,7,mongodb,0.003577
650,7,redis,0.003413
650,8,mongodb,0.003592
650,8,redis,0.003398
650,9,mongodb,0.003569
650,9,redis,0.003401
650,10,mongodb,0.003565
650,10,redis,0.003405
660,1,mongodb,0.004254
660,1,redis,0.003523
660,2,mongodb,0.004072
660,2,redis,0.003543
660,3,mongodb,0.003615
660,3,redis,0.003429
660,4,mongodb,0.003600
660,4,redis,0.003424
660,5,mongodb,0.003673
660,5,redis,0.003427
660,6,mongodb,0.003789
660,6,redis,0.003414
660,7,mongodb,0.003623
660,7,redis,0.003426
660,8,mongodb,0.003605
660,8,redis,0.003412
660,9,mongodb,0.003588
660,9,redis,0.003410
660,10,mongodb,0.004460
660,10,redis,0.003415
670,1,mongodb,0.004301
670,1,redis,0.003551
670,2,mongodb,0.005069
670,2,redis,0.003570
670,3,mongodb,0.003592
670,3,redis,0.003451
670,4,mongodb,0.003925
670,4,redis,0.003476
670,5,mongodb,0.003576
670,5,redis,0.003422
670,6,mongodb,0.003640
670,6,redis,0.003455
670,7,mongodb,0.004186
670,7,redis,0.003496
670,8,mongodb,0.003803
670,8,redis,0.003377
670,9,mongodb,0.004279
670,9,redis,0.003484
670,10,mongodb,0.003835
670,10,redis,0.003410
680,1,mongodb,0.004243
680,1,redis,0.003537
680,2,mongodb,0.003730
680,2,redis,0.003737
680,3,mongodb,0.004048
680,3,redis,0.003518
680,4,mongodb,0.004490
680,4,redis,0.003489
680,5,mongodb,0.003696
680,5,redis,0.003712
680,6,mongodb,0.003850
680,6,redis,0.003199
680,7,mongodb,0.003638
680,7,redis,0.003311
680,8,mongodb,0.003671
680,8,redis,0.003132
680,9,mongodb,0.003614
680,9,redis,0.003175
680,10,mongodb,0.003300
680,10,redis,0.003177
690,1,mongodb,0.003923
690,1,redis,0.003223
690,2,mongodb,0.003306
690,2,redis,0.003367
690,3,mongodb,0.003211
690,3,redis,0.003180
690,4,mongodb,0.003111
690,4,redis,0.003244
690,5,mongodb,0.003634
690,5,redis,0.003251
690,6,mongodb,0.003217
690,6,redis,0.003511
690,7,mongodb,0.004823
690,7,redis,0.003467
690,8,mongodb,0.003409
690,8,redis,0.003467
690,9,mongodb,0.003242
690,9,redis,0.003470
690,10,mongodb,0.003138
690,10,redis,0.003548
700,1,mongodb,0.003231
700,1,redis,0.003558
700,2,mongodb,0.003488
700,2,redis,0.003537
700,3,mongodb,0.003175
700,3,redis,0.003504
700,4,mongodb,0.003193
700,4,redis,0.003594
700,5,mongodb,0.003201
700,5,redis,0.003578
700,6,mongodb,0.003260
700,6,redis,0.003433
700,7,mongodb,0.003271
700,7,redis,0.003299
700,8,mongodb,0.003219
700,8,redis,0.003368
700,9,mongodb,0.003177
700,9,redis,0.003502
700,10,mongodb,0.003221
700,10,redis,0.003588
710,1,mongodb,0.003409
710,1,redis,0.003768
710,2,mongodb,0.003653
710,2,redis,0.003326
710,3,mongodb,0.003234
710,3,redis,0.003487
710,4,mongodb,0.003251
710,4,redis,0.003565
710,5,mongodb,0.003257
710,5,redis,0.003656
710,6,mongodb,0.003263
710,6,redis,0.003599
710,7,mongodb,0.003280
710,7,redis,0.003430
710,8,mongodb,0.003211
710,8,redis,0.003585
710,9,mongodb,0.003246
710,9,redis,0.003501
710,10,mongodb,0.003247
710,10,redis,0.003281
720,1,mongodb,0.003387
720,1,redis,0.003388
720,2,mongodb,0.003470
720,2,redis,0.003238
720,3,mongodb,0.003230
720,3,redis,0.003373
720,4,mongodb,0.003253
720,4,redis,0.003712
720,5,mongodb,0.003306
720,5,redis,0.003679
720,6,mongodb,0.003315
720,6,redis,0.003753
720,7,mongodb,0.003320
720,7,redis,0.003658
720,8,mongodb,0.003264
720,8,redis,0.003664
720,9,mongodb,0.003297
720,9,redis,0.003636
720,10,mongodb,0.003235
720,10,redis,0.003570
730,1,mongodb,0.003389
730,1,redis,0.003771
730,2,mongodb,0.003577
730,2,redis,0.003616
730,3,mongodb,0.003266
730,3,redis,0.003644
730,4,mongodb,0.003417
730,4,redis,0.003621
730,5,mongodb,0.003330
730,5,redis,0.003441
730,6,mongodb,0.003607
730,6,redis,0.003762
730,7,mongodb,0.003290
730,7,redis,0.003519
730,8,mongodb,0.003381
730,8,redis,0.003557
730,9,mongodb,0.003307
730,9,redis,0.003610
730,10,mongodb,0.003313
730,10,redis,0.004287
740,1,mongodb,0.005287
740,1,redis,0.003846
740,2,mongodb,0.004496
740,2,redis,0.003817
740,3,mongodb,0.004116
740,3,redis,0.003684
740,4,mongodb,0.003741
740,4,redis,0.003661
740,5,mongodb,0.003781
740,5,redis,0.003645
740,6,mongodb,0.003576
740,6,redis,0.003701
740,7,mongodb,0.003612
740,7,redis,0.003661
740,8,mongodb,0.003597
740,8,redis,0.003549
740,9,mongodb,0.003679
740,9,redis,0.003627
740,10,mongodb,0.003242
740,10,redis,0.003616
750,1,mongodb,0.003284
750,1,redis,0.003757
750,2,mongodb,0.004230
750,2,redis,0.003506
750,3,mongodb,0.003638
750,3,redis,0.003744
750,4,mongodb,0.003605
750,4,redis,0.003644
750,5,mongodb,0.003473
750,5,redis,0.003418
750,6,mongodb,0.003627
750,6,redis,0.003572
750,7,mongodb,0.003708
750,7,redis,0.003530
750,8,mongodb,0.003451
750,8,redis,0.003543
750,9,mongodb,0.003656
750,9,redis,0.003618
750,10,mongodb,0.003585
750,10,redis,0.003497
760,1,mongodb,0.003616
760,1,redis,0.003634
760,2,mongodb,0.003529
760,2,redis,0.003560
760,3,mongodb,0.003499
760,3,redis,0.003728
760,4,mongodb,0.003532
760,4,redis,0.003703
760,5,mongodb,0.003444
760,5,redis,0.003714
760,6,mongodb,0.026758
760,6,redis,0.003974
760,7,mongodb,0.004743
760,7,redis,0.003752
760,8,mongodb,0.004091
760,8,redis,0.003767
760,9,mongodb,0.003665
760,9,redis,0.003545
760,10,mongodb,0.003540
760,10,redis,0.003727
770,1,mongodb,0.003719
770,1,redis,0.003697
770,2,mongodb,0.003694
770,2,redis,0.003602
770,3,mongodb,0.003457
770,3,redis,0.003586
770,4,mongodb,0.003517
770,4,redis,0.003717
770,5,mongodb,0.003535
770,5,redis,0.003759
770,6,mongodb,0.003537
770,6,redis,0.003711
770,7,mongodb,0.003485
770,7,redis,0.003715
770,8,mongodb,0.003480
770,8,redis,0.003719
770,9,mongodb,0.003502
770,9,redis,0.003744
770,10,mongodb,0.003487
770,10,redis,0.003614
780,1,mongodb,0.003595
780,1,redis,0.003706
780,2,mongodb,0.003627
780,2,redis,0.003674
780,3,mongodb,0.003685
780,3,redis,0.003615
780,4,mongodb,0.003560
780,4,redis,0.003766
780,5,mongodb,0.003530
780,5,redis,0.003786
780,6,mongodb,0.003402
780,6,redis,0.003813
780,7,mongodb,0.003533
780,7,redis,0.003743
780,8,mongodb,0.003423
780,8,redis,0.003735
780,9,mongodb,0.003374
780,9,redis,0.003759
780,10,mongodb,0.003767
780,10,redis,0.003831
790,1,mongodb,0.003545
790,1,redis,0.004051
790,2,mongodb,0.003870
790,2,redis,0.003873
790,3,mongodb,0.003475
790,3,redis,0.003825
790,4,mongodb,0.004156
790,4,redis,0.003864
790,5,mongodb,0.004141
790,5,redis,0.003864
790,6,mongodb,0.004057
790,6,redis,0.003914
790,7,mongodb,0.003504
790,7,redis,0.004384
790,8,mongodb,0.004044
790,8,redis,0.003832
790,9,mongodb,0.003367
790,9,redis,0.003757
790,10,mongodb,0.003358
790,10,redis,0.003572
800,1,mongodb,0.003575
800,1,redis,0.003755
800,2,mongodb,0.004808
800,2,redis,0.003755
800,3,mongodb,0.003990
800,3,redis,0.003638
800,4,mongodb,0.003882
800,4,redis,0.003804
800,5,mongodb,0.003897
800,5,redis,0.003661
800,6,mongodb,0.003620
800,6,redis,0.003879
800,7,mongodb,0.003607
800,7,redis,0.003892
800,8,mongodb,0.003412
800,8,redis,0.003761
800,9,mongodb,0.003541
800,9,redis,0.003948
800,10,mongodb,0.003669
800,10,redis,0.003909
810,1,mongodb,0.003937
810,1,redis,0.003933
810,2,mongodb,0.003877
810,2,redis,0.003805
810,3,mongodb,0.003648
810,3,redis,0.003801
810,4,mongodb,0.003574
810,4,redis,0.003890
810,5,mongodb,0.003592
810,5,redis,0.003720
810,6,mongodb,0.003651
810,6,redis,0.003790
810,7,mongodb,0.003638
810,7,redis,0.003962
810,8,mongodb,0.003579
810,8,redis,0.003706
810,9,mongodb,0.003610
810,9,redis,0.003653
810,10,mongodb,0.004101
810,10,redis,0.003840
820,1,mongodb,0.004034
820,1,redis,0.003766
820,2,mongodb,0.003695
820,2,redis,0.003832
820,3,mongodb,0.003742
820,3,redis,0.003733
820,4,mongodb,0.004076
820,4,redis,0.003929
820,5,mongodb,0.004142
820,5,redis,0.003946
820,6,mongodb,0.004230
820,6,redis,0.003952
820,7,mongodb,0.004355
820,7,redis,0.003984
820,8,mongodb,0.004683
820,8,redis,0.004039
820,9,mongodb,0.004238
820,9,redis,0.004034
820,10,mongodb,0.004652
820,10,redis,0.004027
830,1,mongodb,0.004978
830,1,redis,0.004036
830,2,mongodb,0.003919
830,2,redis,0.003909
830,3,mongodb,0.003668
830,3,redis,0.003881
830,4,mongodb,0.004068
830,4,redis,0.004063
830,5,mongodb,0.005236
830,5,redis,0.004070
830,6,mongodb,0.003687
830,6,redis,0.004106
830,7,mongodb,0.004180
830,7,redis,0.004053
830,8,mongodb,0.004103
830,8,redis,0.004083
830,9,mongodb,0.003962
830,9,redis,0.004105
830,10,mongodb,0.003903
830,10,redis,0.004037
840,1,mongodb,0.004609
840,1,redis,0.004108
840,2,mongodb,0.003706
840,2,redis,0.003932
840,3,mongodb,0.003534
840,3,redis,0.003904
840,4,mongodb,0.003561
840,4,redis,0.004139
840,5,mongodb,0.003449
840,5,redis,0.004174
840,6,mongodb,0.004383
840,6,redis,0.004153
840,7,mongodb,0.004310
840,7,redis,0.004419
840,8,mongodb,0.004816
840,8,redis,0.004133
840,9,mongodb,0.004343
840,9,redis,0.004103
840,10,mongodb,0.003988
840,10,redis,0.004124
850,1,mongodb,0.004559
850,1,redis,0.004294
850,2,mongodb,0.003731
850,2,redis,0.003991
850,3,mongodb,0.003612
850,3,redis,0.003952
850,4,mongodb,0.003947
850,4,redis,0.004142
850,5,mongodb,0.003633
850,5,redis,0.004262
850,6,mongodb,0.004931
850,6,redis,0.004182
850,7,mongodb,0.004600
850,7,redis,0.004154
850,8,mongodb,0.003626
850,8,redis,0.004156
850,9,mongodb,0.003505
850,9,redis,0.004222
850,10,mongodb,0.004295
850,10,redis,0.004236
860,1,mongodb,0.005809
860,1,redis,0.004174
860,2,mongodb,0.004493
860,2,redis,0.004181
860,3,mongodb,0.004522
860,3,redis,0.004192
860,4,mongodb,0.004120
860,4,redis,0.004199
860,5,mongodb,0.004465
860,5,redis,0.004198
860,6,mongodb,0.004044
860,6,redis,0.004184
860,7,mongodb,0.004417
860,7,redis,0.004233
860,8,mongodb,0.004086
860,8,redis,0.004184
860,9,mongodb,0.004449
860,9,redis,0.004185
860,10,mongodb,0.004178
860,10,redis,0.004171
870,1,mongodb,0.004543
870,1,redis,0.004456
870,2,mongodb,0.003795
870,2,redis,0.004072
870,3,mongodb,0.003758
870,3,redis,0.004182
870,4,mongodb,0.004809
870,4,redis,0.004059
870,5,mongodb,0.003614
870,5,redis,0.004065
870,6,mongodb,0.003677
870,6,redis,0.004268
870,7,mongodb,0.004512
870,7,redis,0.003974
870,8,mongodb,0.004228
870,8,redis,0.004253
870,9,mongodb,0.004391
870,9,redis,0.004882
870,10,mongodb,0.004902
870,10,redis,0.004145
880,1,mongodb,0.004637
880,1,redis,0.004110
880,2,mongodb,0.003771
880,2,redis,0.004136
880,3,mongodb,0.003673
880,3,redis,0.004166
880,4,mongodb,0.003707
880,4,redis,0.004303
880,5,mongodb,0.003869
880,5,redis,0.004301
880,6,mongodb,0.004236
880,6,redis,0.004274
880,7,mongodb,0.004502
880,7,redis,0.004279
880,8,mongodb,0.004529
880,8,redis,0.004250
880,9,mongodb,0.004099
880,9,redis,0.004304
880,10,mongodb,0.004545
880,10,redis,0.004261
890,1,mongodb,0.004737
890,1,redis,0.004790
890,2,mongodb,0.003974
890,2,redis,0.004161
890,3,mongodb,0.003693
890,3,redis,0.004300
890,4,mongodb,0.003733
890,4,redis,0.004388
890,5,mongodb,0.004665
890,5,redis,0.004360
890,6,mongodb,0.004618
890,6,redis,0.004413
890,7,mongodb,0.004526
890,7,redis,0.004345
890,8,mongodb,0.026394
890,8,redis,0.004641
890,9,mongodb,0.005438
890,9,redis,0.004360
890,10,mongodb,0.004266
890,10,redis,0.004357
900,1,mongodb,0.004543
900,1,redis,0.004490
900,2,mongodb,0.004654
900,2,redis,0.004382
900,3,mongodb,0.004506
900,3,redis,0.004451
900,4,mongodb,0.004351
900,4,redis,0.004421
900,5,mongodb,0.004578
900,5,redis,0.004388
900,6,mongodb,0.005160
900,6,redis,0.004349
900,7,mongodb,0.004647
900,7,redis,0.004366
900,8,mongodb,0.004730
900,8,redis,0.004380
900,9,mongodb,0.005128
900,9,redis,0.004426
900,10,mongodb,0.004437
900,10,redis,0.004413
910,1,mongodb,0.006784
910,1,redis,0.004407
910,2,mongodb,0.004522
910,2,redis,0.004176
910,3,mongodb,0.004151
910,3,redis,0.004355
910,4,mongodb,0.004241
910,4,redis,0.004312
910,5,mongodb,0.005903
910,5,redis,0.005775
910,6,mongodb,0.004436
910,6,redis,0.004621
910,7,mongodb,0.004194
910,7,redis,0.004262
910,8,mongodb,0.003941
910,8,redis,0.004241
910,9,mongodb,0.004317
910,9,redis,0.004178
910,10,mongodb,0.004041
910,10,redis,0.004309
920,1,mongodb,0.004319
920,1,redis,0.004244
920,2,mongodb,0.004175
920,2,redis,0.004503
920,3,mongodb,0.004163
920,3,redis,0.004436
920,4,mongodb,0.004218
920,4,redis,0.004375
920,5,mongodb,0.004148
920,5,redis,0.004295
920,6,mongodb,0.004402
920,6,redis,0.004388
920,7,mongodb,0.004219
920,7,redis,0.004282
920,8,mongodb,0.004473
920,8,redis,0.004375
920,9,mongodb,0.004217
920,9,redis,0.004361
920,10,mongodb,0.004334
920,10,redis,0.004365
930,1,mongodb,0.004284
930,1,redis,0.004404
930,2,mongodb,0.004574
930,2,redis,0.004323
930,3,mongodb,0.004158
930,3,redis,0.004388
930,4,mongodb,0.004090
930,4,redis,0.004337
930,5,mongodb,0.004640
930,5,redis,0.004284
930,6,mongodb,0.004121
930,6,redis,0.004390
930,7,mongodb,0.004325
930,7,redis,0.004413
930,8,mongodb,0.004560
930,8,redis,0.004419
930,9,mongodb,0.004405
930,9,redis,0.004457
930,10,mongodb,0.004333
930,10,redis,0.004459
940,1,mongodb,0.005575
940,1,redis,0.004777
940,2,mongodb,0.006111
940,2,redis,0.004681
940,3,mongodb,0.005885
940,3,redis,0.004511
940,4,mongodb,0.005141
940,4,redis,0.004472
940,5,mongodb,0.004629
940,5,redis,0.004500
940,6,mongodb,0.004475
940,6,redis,0.004522
940,7,mongodb,0.004417
940,7,redis,0.004498
940,8,mongodb,0.004767
940,8,redis,0.004695
940,9,mongodb,0.005194
940,9,redis,0.004546
940,10,mongodb,0.004535
940,10,redis,0.004522
950,1,mongodb,0.004540
950,1,redis,0.004653
950,2,mongodb,0.004547
950,2,redis,0.004528
950,3,mongodb,0.004563
950,3,redis,0.004616
950,4,mongodb,0.004522
950,4,redis,0.004598
950,5,mongodb,0.004387
950,5,redis,0.004580
950,6,mongodb,0.004625
950,6,redis,0.004547
950,7,mongodb,0.004296
950,7,redis,0.004547
950,8,mongodb,0.004474
950,8,redis,0.004610
950,9,mongodb,0.004292
950,9,redis,0.004539
950,10,mongodb,0.004451
950,10,redis,0.004543
960,1,mongodb,0.004543
960,1,redis,0.004573
960,2,mongodb,0.004649
960,2,redis,0.004432
960,3,mongodb,0.004407
960,3,redis,0.004540
960,4,mongodb,0.004580
960,4,redis,0.004565
960,5,mongodb,0.004547
960,5,redis,0.004601
960,6,mongodb,0.004290
960,6,redis,0.004593
960,7,mongodb,0.004516
960,7,redis,0.004580
960,8,mongodb,0.004414
960,8,redis,0.004574
960,9,mongodb,0.004560
960,9,redis,0.004566
960,10,mongodb,0.004310
960,10,redis,0.004626
970,1,mongodb,0.004638
970,1,redis,0.004894
970,2,mongodb,0.004605
970,2,redis,0.004630
970,3,mongodb,0.004537
970,3,redis,0.004666
970,4,mongodb,0.004454
970,4,redis,0.004710
970,5,mongodb,0.004926
970,5,redis,0.004687
970,6,mongodb,0.004378
970,6,redis,0.004719
970,7,mongodb,0.004552
970,7,redis,0.004616
970,8,mongodb,0.004360
970,8,redis,0.004650
970,9,mongodb,0.004607
970,9,redis,0.004624
970,10,mongodb,0.004396
970,10,redis,0.004718
980,1,mongodb,0.005063
980,1,redis,0.004846
980,2,mongodb,0.004681
980,2,redis,0.004675
980,3,mongodb,0.004582
980,3,redis,0.004689
980,4,mongodb,0.004637
980,4,redis,0.004732
980,5,mongodb,0.004683
980,5,redis,0.004766
980,6,mongodb,0.004550
980,6,redis,0.004733
980,7,mongodb,0.004496
980,7,redis,0.004773
980,8,mongodb,0.004707
980,8,redis,0.004593
980,9,mongodb,0.004863
980,9,redis,0.004717
980,10,mongodb,0.004475
980,10,redis,0.004572
990,1,mongodb,0.004760
990,1,redis,0.004678
990,2,mongodb,0.004593
990,2,redis,0.004581
990,3,mongodb,0.004840
990,3,redis,0.004609
990,4,mongodb,0.004798
990,4,redis,0.004770
990,5,mongodb,0.006696
990,5,redis,0.004830
990,6,mongodb,0.006804
990,6,redis,0.004780
990,7,mongodb,0.005130
990,7,redis,0.004728
990,8,mongodb,0.007042
990,8,redis,0.004785
990,9,mongodb,0.005321
990,9,redis,0.005274
990,10,mongodb,0.004839
990,10,redis,0.005673
1000,1,mongodb,0.006889
1000,1,redis,0.006145
1000,2,mongodb,0.005262
1000,2,redis,0.005822
1000,3,mongodb,0.005425
1000,3,redis,0.004961
1000,4,mongodb,0.006388
1000,4,redis,0.005068
1000,5,mongodb,0.005484
1000,5,redis,0.004998
1000,6,mongodb,0.006515
1000,6,redis,0.004901
1000,7,mongodb,0.005457
1000,7,redis,0.004801
1000,8,mongodb,0.005022
1000,8,redis,0.004569
1000,9,mongodb,0.004803
1000,9,redis,0.004689
1000,10,mongodb,0.005504
1000,10,redis,0.005639
