node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,10,enabled,95.163,61.209,12.186,15.948,313.421,1.977
,,10,enabled,96.366,63.788,12.140,16.078,298.117,2.008
,,10,enabled,91.666,61.043,12.263,15.332,297.775,2.076
,,10,enabled,93.045,61.415,12.034,16.303,294.594,2.034
,,10,enabled,92.996,60.233,12.313,17.468,294.780,2.012
,,10,enabled,94.438,61.266,11.864,18.368,306.061,1.986
,,10,enabled,96.206,64.888,12.287,16.064,303.304,1.972
,,10,enabled,93.993,60.351,12.005,18.706,299.390,1.996
,,10,enabled,91.620,60.338,12.148,16.098,298.655,2.031
,,10,enabled,95.023,61.027,12.046,18.756,297.227,2.021
