node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms,materialize_ms,prefetch_wait_ms
,,,dbridge_like,2404.048,0.000,0.000,2283.698,39.339,0.000,1326.924,2364.709
