node_num,edge_num,tweet_num,ttg_enabled,ttg_total_ms,topo_idx_ms,ttg_ms,prefetch_ms,walker_ms,resolve_total_ms
,,,disabled,0.000,0.000,0.000,0.000,1228.507,0.000
,,,disabled,0.000,0.000,0.000,0.000,1282.269,0.000
,,,disabled,0.000,0.000,0.000,0.000,1252.494,0.000
,,,disabled,0.000,0.000,0.000,0.000,1352.121,0.000
,,,disabled,0.000,0.000,0.000,0.000,1305.799,0.000
,,,disabled,0.000,0.000,0.000,0.000,1268.880,0.000
,,,disabled,0.000,0.000,0.000,0.000,1356.159,0.000
,,,disabled,0.000,0.000,0.000,0.000,1369.933,0.000
,,,disabled,0.000,0.000,0.000,0.000,1355.367,0.000
,,,disabled,0.000,0.000,0.000,0.000,1347.285,0.000
,,,disabled,0.000,0.000,0.000,0.000,1270.489,0.000
,,,disabled,0.000,0.000,0.000,0.000,1318.234,0.000
,,,disabled,0.000,0.000,0.000,0.000,1276.133,0.000
,,,disabled,0.000,0.000,0.000,0.000,1284.937,0.000
,,,disabled,0.000,0.000,0.000,0.000,1276.987,0.000
,,,disabled,0.000,0.000,0.000,0.000,1365.617,0.000
,,,disabled,0.000,0.000,0.000,0.000,1324.386,0.000
,,,disabled,0.000,0.000,0.000,0.000,1256.780,0.000
,,,disabled,0.000,0.000,0.000,0.000,1315.975,0.000
,,,disabled,0.000,0.000,0.000,0.000,1400.498,0.000
,,,disabled,0.000,0.000,0.000,0.000,1246.406,0.000
,,,disabled,0.000,0.000,0.000,0.000,1289.854,0.000
,,,disabled,0.000,0.000,0.000,0.000,1254.213,0.000
,,,disabled,0.000,0.000,0.000,0.000,1327.770,0.000
,,,disabled,0.000,0.000,0.000,0.000,1343.931,0.000
,,,disabled,0.000,0.000,0.000,0.000,1304.512,0.000
,,,disabled,0.000,0.000,0.000,0.000,1321.251,0.000
,,,disabled,0.000,0.000,0.000,0.000,1296.387,0.000
,,,disabled,0.000,0.000,0.000,0.000,1237.177,0.000
,,,disabled,0.000,0.000,0.000,0.000,1249.728,0.000
